country,region,sub_region,county,measure,year,value
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Ebböl szelektív gyüjtéssel elszállított hulladék,2009,1148
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Ebböl szelektív gyüjtéssel elszállított hulladék,2010,1032
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Ebböl szelektív gyüjtéssel elszállított hulladék,2011,572
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Ebböl szelektív gyüjtéssel elszállított hulladék,2012,6251
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Ebböl szelektív gyüjtéssel elszállított hulladék,2013,6251
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Ebböl szelektív gyüjtéssel elszállított hulladék,2006,2584
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Ebböl szelektív gyüjtéssel elszállított hulladék,2007,3271
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Ebböl szelektív gyüjtéssel elszállított hulladék,2008,2471
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Ebböl szelektív gyüjtéssel elszállított hulladék,2009,618
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Ebböl szelektív gyüjtéssel elszállított hulladék,2010,577
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Ebböl szelektív gyüjtéssel elszállított hulladék,2011,1562
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Ebböl szelektív gyüjtéssel elszállított hulladék,2012,2580
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Ebböl szelektív gyüjtéssel elszállított hulladék,2013,2580
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Ebböl szelektív gyüjtéssel elszállított hulladék,2006,39
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Ebböl szelektív gyüjtéssel elszállított hulladék,2007,14
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Ebböl szelektív gyüjtéssel elszállított hulladék,2008,81
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Ebböl szelektív gyüjtéssel elszállított hulladék,2009,47
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Ebböl szelektív gyüjtéssel elszállított hulladék,2010,1302
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Ebböl szelektív gyüjtéssel elszállított hulladék,2011,2760
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Ebböl szelektív gyüjtéssel elszállított hulladék,2012,1838
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Ebböl szelektív gyüjtéssel elszállított hulladék,2013,1838
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Ebböl szelektív gyüjtéssel elszállított hulladék,2006,230
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Ebböl szelektív gyüjtéssel elszállított hulladék,2007,320
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Ebböl szelektív gyüjtéssel elszállított hulladék,2008,227
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Ebböl szelektív gyüjtéssel elszállított hulladék,2009,537
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Ebböl szelektív gyüjtéssel elszállított hulladék,2010,763
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Ebböl szelektív gyüjtéssel elszállított hulladék,2011,838
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Ebböl szelektív gyüjtéssel elszállított hulladék,2012,822
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Ebböl szelektív gyüjtéssel elszállított hulladék,2013,822
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Ebböl szelektív gyüjtéssel elszállított hulladék,2006,391
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Ebböl szelektív gyüjtéssel elszállított hulladék,2007,631
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Ebböl szelektív gyüjtéssel elszállított hulladék,2008,1009
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Ebböl szelektív gyüjtéssel elszállított hulladék,2009,868
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Ebböl szelektív gyüjtéssel elszállított hulladék,2010,1220
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Ebböl szelektív gyüjtéssel elszállított hulladék,2011,1490
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Ebböl szelektív gyüjtéssel elszállított hulladék,2012,1559
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Ebböl szelektív gyüjtéssel elszállított hulladék,2013,1559
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Ebböl szelektív gyüjtéssel elszállított hulladék,2006,31
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Ebböl szelektív gyüjtéssel elszállított hulladék,2007,121
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Ebböl szelektív gyüjtéssel elszállított hulladék,2008,111
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Ebböl szelektív gyüjtéssel elszállított hulladék,2009,42
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Ebböl szelektív gyüjtéssel elszállított hulladék,2010,8
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Ebböl szelektív gyüjtéssel elszállított hulladék,2011,136
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Ebböl szelektív gyüjtéssel elszállított hulladék,2012,63
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Ebböl szelektív gyüjtéssel elszállított hulladék,2013,63
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl szelektív gyüjtéssel elszállított hulladék,2006,910
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl szelektív gyüjtéssel elszállított hulladék,2007,959
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl szelektív gyüjtéssel elszállított hulladék,2008,949
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl szelektív gyüjtéssel elszállított hulladék,2009,892
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl szelektív gyüjtéssel elszállított hulladék,2010,935
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl szelektív gyüjtéssel elszállított hulladék,2011,1029
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl szelektív gyüjtéssel elszállított hulladék,2012,1208
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl szelektív gyüjtéssel elszállított hulladék,2013,1208
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl szelektív gyüjtéssel elszállított hulladék,2006,1310
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl szelektív gyüjtéssel elszállított hulladék,2007,2122
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl szelektív gyüjtéssel elszállított hulladék,2008,1597
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl szelektív gyüjtéssel elszállított hulladék,2009,2334
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl szelektív gyüjtéssel elszállított hulladék,2010,2468
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl szelektív gyüjtéssel elszállított hulladék,2011,979
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl szelektív gyüjtéssel elszállított hulladék,2012,2655
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl szelektív gyüjtéssel elszállított hulladék,2013,2655
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl szelektív gyüjtéssel elszállított hulladék,2006,6115
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl szelektív gyüjtéssel elszállított hulladék,2007,5343
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl szelektív gyüjtéssel elszállított hulladék,2008,5450
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl szelektív gyüjtéssel elszállított hulladék,2009,5042
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl szelektív gyüjtéssel elszállított hulladék,2010,7864
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl szelektív gyüjtéssel elszállított hulladék,2011,1602
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl szelektív gyüjtéssel elszállított hulladék,2012,129
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl szelektív gyüjtéssel elszállított hulladék,2013,129
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl szelektív gyüjtéssel elszállított hulladék,2006,0
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl szelektív gyüjtéssel elszállított hulladék,2007,0
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl szelektív gyüjtéssel elszállított hulladék,2008,133
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl szelektív gyüjtéssel elszállított hulladék,2009,1207
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl szelektív gyüjtéssel elszállított hulladék,2010,2704
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl szelektív gyüjtéssel elszállított hulladék,2011,2691
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl szelektív gyüjtéssel elszállított hulladék,2012,3188
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl szelektív gyüjtéssel elszállított hulladék,2013,3188
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl szelektív gyüjtéssel elszállított hulladék,2006,0
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl szelektív gyüjtéssel elszállított hulladék,2007,5265
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl szelektív gyüjtéssel elszállított hulladék,2008,5027
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl szelektív gyüjtéssel elszállított hulladék,2009,4985
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl szelektív gyüjtéssel elszállított hulladék,2010,8705
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl szelektív gyüjtéssel elszállított hulladék,2011,8613
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl szelektív gyüjtéssel elszállított hulladék,2012,9063
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl szelektív gyüjtéssel elszállított hulladék,2013,9063
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl szelektív gyüjtéssel elszállított hulladék,2006,9656
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl szelektív gyüjtéssel elszállított hulladék,2007,2495
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl szelektív gyüjtéssel elszállított hulladék,2008,1475
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl szelektív gyüjtéssel elszállított hulladék,2009,1918
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl szelektív gyüjtéssel elszállított hulladék,2010,4100
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl szelektív gyüjtéssel elszállított hulladék,2011,5077
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl szelektív gyüjtéssel elszállított hulladék,2012,5610
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl szelektív gyüjtéssel elszállított hulladék,2013,5610
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Egyéb szervektöl elszállított összes hulladék,2006,251844
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Egyéb szervektöl elszállított összes hulladék,2007,311878
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Egyéb szervektöl elszállított összes hulladék,2008,273900
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Egyéb szervektöl elszállított összes hulladék,2009,266877
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Egyéb szervektöl elszállított összes hulladék,2010,274596
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Egyéb szervektöl elszállított összes hulladék,2011,206862
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Egyéb szervektöl elszállított összes hulladék,2012,200922
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Egyéb szervektöl elszállított összes hulladék,2013,200922
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Egyéb szervektöl elszállított összes hulladék,2006,84602
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Egyéb szervektöl elszállított összes hulladék,2007,67423
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Egyéb szervektöl elszállított összes hulladék,2008,54531
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Egyéb szervektöl elszállított összes hulladék,2009,49389
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Egyéb szervektöl elszállított összes hulladék,2010,41713
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Egyéb szervektöl elszállított összes hulladék,2011,33043
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Egyéb szervektöl elszállított összes hulladék,2012,28693
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Egyéb szervektöl elszállított összes hulladék,2013,28693
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Egyéb szervektöl elszállított összes hulladék,2006,40958
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Egyéb szervektöl elszállított összes hulladék,2007,26652
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Egyéb szervektöl elszállított összes hulladék,2008,32692
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Egyéb szervektöl elszállított összes hulladék,2009,19075
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Egyéb szervektöl elszállított összes hulladék,2010,26504
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Egyéb szervektöl elszállított összes hulladék,2011,19438
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Egyéb szervektöl elszállított összes hulladék,2012,16981
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Egyéb szervektöl elszállított összes hulladék,2013,16981
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Egyéb szervektöl elszállított összes hulladék,2006,20234
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Egyéb szervektöl elszállított összes hulladék,2007,22336
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Egyéb szervektöl elszállított összes hulladék,2008,20724
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Egyéb szervektöl elszállított összes hulladék,2009,18596
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Egyéb szervektöl elszállított összes hulladék,2010,15941
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Egyéb szervektöl elszállított összes hulladék,2011,12614
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Egyéb szervektöl elszállított összes hulladék,2012,8005
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Egyéb szervektöl elszállított összes hulladék,2013,8005
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Egyéb szervektöl elszállított összes hulladék,2006,91603
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Egyéb szervektöl elszállított összes hulladék,2007,35918
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Egyéb szervektöl elszállított összes hulladék,2008,32811
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Egyéb szervektöl elszállított összes hulladék,2009,22959
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Egyéb szervektöl elszállított összes hulladék,2010,19354
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Egyéb szervektöl elszállított összes hulladék,2011,17470
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Egyéb szervektöl elszállított összes hulladék,2012,15099
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Egyéb szervektöl elszállított összes hulladék,2013,15099
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Egyéb szervektöl elszállított összes hulladék,2006,99542
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Egyéb szervektöl elszállított összes hulladék,2007,96929
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Egyéb szervektöl elszállított összes hulladék,2008,105481
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Egyéb szervektöl elszállított összes hulladék,2009,27464
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Egyéb szervektöl elszállított összes hulladék,2010,24079
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Egyéb szervektöl elszállított összes hulladék,2011,23297
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Egyéb szervektöl elszállított összes hulladék,2012,18769
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Egyéb szervektöl elszállított összes hulladék,2013,18769
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Egyéb szervektöl elszállított összes hulladék,2006,51911
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Egyéb szervektöl elszállított összes hulladék,2007,55144
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Egyéb szervektöl elszállított összes hulladék,2008,42294
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Egyéb szervektöl elszállított összes hulladék,2009,22189
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Egyéb szervektöl elszállított összes hulladék,2010,19011
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Egyéb szervektöl elszállított összes hulladék,2011,16036
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Egyéb szervektöl elszállított összes hulladék,2012,17672
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Egyéb szervektöl elszállított összes hulladék,2013,17672
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Egyéb szervektöl elszállított összes hulladék,2006,23195
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Egyéb szervektöl elszállított összes hulladék,2007,29488
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Egyéb szervektöl elszállított összes hulladék,2008,13376
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Egyéb szervektöl elszállított összes hulladék,2009,16467
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Egyéb szervektöl elszállított összes hulladék,2010,20695
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Egyéb szervektöl elszállított összes hulladék,2011,17699
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Egyéb szervektöl elszállított összes hulladék,2012,11183
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Egyéb szervektöl elszállított összes hulladék,2013,11183
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Egyéb szervektöl elszállított összes hulladék,2006,49903
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Egyéb szervektöl elszállított összes hulladék,2007,54238
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Egyéb szervektöl elszállított összes hulladék,2008,51897
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Egyéb szervektöl elszállított összes hulladék,2009,36352
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Egyéb szervektöl elszállított összes hulladék,2010,38344
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Egyéb szervektöl elszállított összes hulladék,2011,27684
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Egyéb szervektöl elszállított összes hulladék,2012,25405
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Egyéb szervektöl elszállított összes hulladék,2013,25405
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Egyéb szervektöl elszállított összes hulladék,2006,33781
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Egyéb szervektöl elszállított összes hulladék,2007,42842
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Egyéb szervektöl elszállított összes hulladék,2008,34023
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Egyéb szervektöl elszállított összes hulladék,2009,23746
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Egyéb szervektöl elszállított összes hulladék,2010,26846
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Egyéb szervektöl elszállított összes hulladék,2011,21039
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Egyéb szervektöl elszállított összes hulladék,2012,19126
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Egyéb szervektöl elszállított összes hulladék,2013,19126
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Egyéb szervektöl elszállított összes hulladék,2006,23972
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Egyéb szervektöl elszállított összes hulladék,2007,22310
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Egyéb szervektöl elszállított összes hulladék,2008,15092
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Egyéb szervektöl elszállított összes hulladék,2009,11720
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Egyéb szervektöl elszállított összes hulladék,2010,10569
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Egyéb szervektöl elszállított összes hulladék,2011,8833
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Egyéb szervektöl elszállított összes hulladék,2012,7731
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Egyéb szervektöl elszállított összes hulladék,2013,7731
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Egyéb szervektöl elszállított összes hulladék,2006,30305
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Egyéb szervektöl elszállított összes hulladék,2007,20842
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Egyéb szervektöl elszállított összes hulladék,2008,15357
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Egyéb szervektöl elszállított összes hulladék,2009,18127
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Egyéb szervektöl elszállított összes hulladék,2010,19472
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Egyéb szervektöl elszállított összes hulladék,2011,18336
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Egyéb szervektöl elszállított összes hulladék,2012,15253
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Egyéb szervektöl elszállított összes hulladék,2013,15253
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Egyéb szervektöl elszállított összes hulladék,2006,13327
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Egyéb szervektöl elszállított összes hulladék,2007,11346
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Egyéb szervektöl elszállított összes hulladék,2008,9172
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Egyéb szervektöl elszállított összes hulladék,2009,7645
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Egyéb szervektöl elszállított összes hulladék,2010,12864
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Egyéb szervektöl elszállított összes hulladék,2011,9614
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Egyéb szervektöl elszállított összes hulladék,2012,8810
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Egyéb szervektöl elszállított összes hulladék,2013,8810
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Egyéb szervektöl elszállított összes hulladék,2006,12975
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Egyéb szervektöl elszállított összes hulladék,2007,10740
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Egyéb szervektöl elszállított összes hulladék,2008,6552
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Egyéb szervektöl elszállított összes hulladék,2009,7812
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Egyéb szervektöl elszállított összes hulladék,2010,7518
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Egyéb szervektöl elszállított összes hulladék,2011,5331
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Egyéb szervektöl elszállított összes hulladék,2012,3380
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Egyéb szervektöl elszállított összes hulladék,2013,3380
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Egyéb szervektöl elszállított összes hulladék,2006,22422
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Egyéb szervektöl elszállított összes hulladék,2007,15442
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Egyéb szervektöl elszállított összes hulladék,2008,14960
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Egyéb szervektöl elszállított összes hulladék,2009,8846
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Egyéb szervektöl elszállított összes hulladék,2010,23176
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Egyéb szervektöl elszállított összes hulladék,2011,19901
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Egyéb szervektöl elszállított összes hulladék,2012,20280
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Egyéb szervektöl elszállított összes hulladék,2013,20280
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Egyéb szervektöl elszállított összes hulladék,2006,20870
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Egyéb szervektöl elszállított összes hulladék,2007,19573
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Egyéb szervektöl elszállított összes hulladék,2008,22236
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Egyéb szervektöl elszállított összes hulladék,2009,19483
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Egyéb szervektöl elszállított összes hulladék,2010,17867
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Egyéb szervektöl elszállított összes hulladék,2011,18122
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Egyéb szervektöl elszállított összes hulladék,2012,11164
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Egyéb szervektöl elszállított összes hulladék,2013,11164
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Egyéb szervektöl elszállított összes hulladék,2006,117611
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Egyéb szervektöl elszállított összes hulladék,2007,33581
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Egyéb szervektöl elszállított összes hulladék,2008,21624
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Egyéb szervektöl elszállított összes hulladék,2009,16758
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Egyéb szervektöl elszállított összes hulladék,2010,15822
