country,region,sub_region,county,measure,year,value
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Ebböl: fiatalkorú,2011,397
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Ebböl: fiatalkorú,2012,282
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Ebböl: fiatalkorú,2013,230
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Ebböl: fiatalkorú,2014,264
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl: fiatalkorú,2000,703
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl: fiatalkorú,2001,782
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl: fiatalkorú,2002,815
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl: fiatalkorú,2003,579
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl: fiatalkorú,2004,751
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl: fiatalkorú,2005,828
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl: fiatalkorú,2006,876
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl: fiatalkorú,2007,757
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl: fiatalkorú,2008,890
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl: fiatalkorú,2009,697
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl: fiatalkorú,2010,784
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl: fiatalkorú,2011,777
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl: fiatalkorú,2012,723
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl: fiatalkorú,2013,737
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl: fiatalkorú,2014,797
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: fiatalkorú,2000,521
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: fiatalkorú,2001,546
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: fiatalkorú,2002,596
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: fiatalkorú,2003,611
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: fiatalkorú,2004,661
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: fiatalkorú,2005,656
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: fiatalkorú,2006,573
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: fiatalkorú,2007,612
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: fiatalkorú,2008,536
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: fiatalkorú,2009,504
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: fiatalkorú,2010,544
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: fiatalkorú,2011,634
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: fiatalkorú,2012,564
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: fiatalkorú,2013,554
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: fiatalkorú,2014,399
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: fiatalkorú,2000,941
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: fiatalkorú,2001,845
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: fiatalkorú,2002,810
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: fiatalkorú,2003,855
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: fiatalkorú,2004,934
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: fiatalkorú,2005,923
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: fiatalkorú,2006,919
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: fiatalkorú,2007,947
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: fiatalkorú,2008,1049
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: fiatalkorú,2009,801
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: fiatalkorú,2010,863
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: fiatalkorú,2011,985
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: fiatalkorú,2012,969
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: fiatalkorú,2013,1105
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: fiatalkorú,2014,833
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: fiatalkorú,2000,549
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: fiatalkorú,2001,536
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: fiatalkorú,2002,573
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: fiatalkorú,2003,629
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: fiatalkorú,2004,599
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: fiatalkorú,2005,572
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: fiatalkorú,2006,538
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: fiatalkorú,2007,683
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: fiatalkorú,2008,653
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: fiatalkorú,2009,479
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: fiatalkorú,2010,530
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: fiatalkorú,2011,504
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: fiatalkorú,2012,509
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: fiatalkorú,2013,501
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: fiatalkorú,2014,379
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: fiatalkorú,2000,372
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: fiatalkorú,2001,405
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: fiatalkorú,2002,404
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: fiatalkorú,2003,337
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: fiatalkorú,2004,447
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: fiatalkorú,2005,391
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: fiatalkorú,2006,414
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: fiatalkorú,2007,343
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: fiatalkorú,2008,361
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: fiatalkorú,2009,319
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: fiatalkorú,2010,347
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: fiatalkorú,2011,365
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: fiatalkorú,2012,313
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: fiatalkorú,2013,251
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: fiatalkorú,2014,256
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: fiatalkorú,2000,494
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: fiatalkorú,2001,608
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: fiatalkorú,2002,425
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: fiatalkorú,2003,402
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: fiatalkorú,2004,507
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: fiatalkorú,2005,450
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: fiatalkorú,2006,445
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: fiatalkorú,2007,394
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: fiatalkorú,2008,515
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: fiatalkorú,2009,409
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: fiatalkorú,2010,459
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: fiatalkorú,2011,451
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: fiatalkorú,2012,418
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: fiatalkorú,2013,496
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: fiatalkorú,2014,283
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Gazdasagilag_aktiv_nepesseg_szama,2000,192.2
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Gazdasagilag_aktiv_nepesseg_szama,2001,191.6
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Gazdasagilag_aktiv_nepesseg_szama,2002,197.2
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Gazdasagilag_aktiv_nepesseg_szama,2003,190.9
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Gazdasagilag_aktiv_nepesseg_szama,2004,189.5
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Gazdasagilag_aktiv_nepesseg_szama,2005,194.3
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Gazdasagilag_aktiv_nepesseg_szama,2006,196.0
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Gazdasagilag_aktiv_nepesseg_szama,2007,198.7
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Gazdasagilag_aktiv_nepesseg_szama,2008,196.1
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Gazdasagilag_aktiv_nepesseg_szama,2009,198.3
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Gazdasagilag_aktiv_nepesseg_szama,2010,200.3
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Gazdasagilag_aktiv_nepesseg_szama,2011,196.8
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Gazdasagilag_aktiv_nepesseg_szama,2012,200.4
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Gazdasagilag_aktiv_nepesseg_szama,2013,206.4
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Gazdasagilag_aktiv_nepesseg_szama,2014,213.5
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Gazdasagilag_aktiv_nepesseg_szama,2000,125.9
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Gazdasagilag_aktiv_nepesseg_szama,2001,123.5
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Gazdasagilag_aktiv_nepesseg_szama,2002,125.4
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Gazdasagilag_aktiv_nepesseg_szama,2003,126.3
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Gazdasagilag_aktiv_nepesseg_szama,2004,122.5
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Gazdasagilag_aktiv_nepesseg_szama,2005,121.7
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Gazdasagilag_aktiv_nepesseg_szama,2006,123.2
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Gazdasagilag_aktiv_nepesseg_szama,2007,121.7
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Gazdasagilag_aktiv_nepesseg_szama,2008,116.6
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Gazdasagilag_aktiv_nepesseg_szama,2009,115.1
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Gazdasagilag_aktiv_nepesseg_szama,2010,114.8
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Gazdasagilag_aktiv_nepesseg_szama,2011,116.8
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Gazdasagilag_aktiv_nepesseg_szama,2012,118.1
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Gazdasagilag_aktiv_nepesseg_szama,2013,117.7
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Gazdasagilag_aktiv_nepesseg_szama,2014,121.3
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Gazdasagilag_aktiv_nepesseg_szama,2000,132.2
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Gazdasagilag_aktiv_nepesseg_szama,2001,133.6
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Gazdasagilag_aktiv_nepesseg_szama,2002,132.1
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Gazdasagilag_aktiv_nepesseg_szama,2003,129.2
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Gazdasagilag_aktiv_nepesseg_szama,2004,133.2
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Gazdasagilag_aktiv_nepesseg_szama,2005,136.3
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Gazdasagilag_aktiv_nepesseg_szama,2006,136.0
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Gazdasagilag_aktiv_nepesseg_szama,2007,132.6
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Gazdasagilag_aktiv_nepesseg_szama,2008,131.3
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Gazdasagilag_aktiv_nepesseg_szama,2009,130.5
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Gazdasagilag_aktiv_nepesseg_szama,2010,125.6
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Gazdasagilag_aktiv_nepesseg_szama,2011,128.2
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Gazdasagilag_aktiv_nepesseg_szama,2012,130.7
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Gazdasagilag_aktiv_nepesseg_szama,2013,128.7
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Gazdasagilag_aktiv_nepesseg_szama,2014,129.2
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Gazdasagilag_aktiv_nepesseg_szama,2000,156.7
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Gazdasagilag_aktiv_nepesseg_szama,2001,155.0
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Gazdasagilag_aktiv_nepesseg_szama,2002,154.7
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Gazdasagilag_aktiv_nepesseg_szama,2003,151.7
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Gazdasagilag_aktiv_nepesseg_szama,2004,145.8
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Gazdasagilag_aktiv_nepesseg_szama,2005,158.4
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Gazdasagilag_aktiv_nepesseg_szama,2006,159.6
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Gazdasagilag_aktiv_nepesseg_szama,2007,148.8
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Gazdasagilag_aktiv_nepesseg_szama,2008,146.8
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Gazdasagilag_aktiv_nepesseg_szama,2009,156.9
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Gazdasagilag_aktiv_nepesseg_szama,2010,161.6
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Gazdasagilag_aktiv_nepesseg_szama,2011,155.1
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Gazdasagilag_aktiv_nepesseg_szama,2012,152.3
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Gazdasagilag_aktiv_nepesseg_szama,2013,155.9
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Gazdasagilag_aktiv_nepesseg_szama,2014,158.7
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Gazdasagilag_aktiv_nepesseg_szama,2000,131.7
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Gazdasagilag_aktiv_nepesseg_szama,2001,129.0
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Gazdasagilag_aktiv_nepesseg_szama,2002,126.2
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Gazdasagilag_aktiv_nepesseg_szama,2003,134.6
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Gazdasagilag_aktiv_nepesseg_szama,2004,127.2
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Gazdasagilag_aktiv_nepesseg_szama,2005,127.6
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Gazdasagilag_aktiv_nepesseg_szama,2006,124.8
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Gazdasagilag_aktiv_nepesseg_szama,2007,123.2
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Gazdasagilag_aktiv_nepesseg_szama,2008,124.2
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Gazdasagilag_aktiv_nepesseg_szama,2009,123.4
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Gazdasagilag_aktiv_nepesseg_szama,2010,128.0
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Gazdasagilag_aktiv_nepesseg_szama,2011,124.8
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Gazdasagilag_aktiv_nepesseg_szama,2012,125.8
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Gazdasagilag_aktiv_nepesseg_szama,2013,125.7
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Gazdasagilag_aktiv_nepesseg_szama,2014,130.9
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Gazdasagilag_aktiv_nepesseg_szama,2000,100.4
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Gazdasagilag_aktiv_nepesseg_szama,2001,98.9
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Gazdasagilag_aktiv_nepesseg_szama,2002,97.5
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Gazdasagilag_aktiv_nepesseg_szama,2003,102.4
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Gazdasagilag_aktiv_nepesseg_szama,2004,105.4
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Gazdasagilag_aktiv_nepesseg_szama,2005,101.7
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Gazdasagilag_aktiv_nepesseg_szama,2006,101.8
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Gazdasagilag_aktiv_nepesseg_szama,2007,98.4
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Gazdasagilag_aktiv_nepesseg_szama,2008,97.0
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Gazdasagilag_aktiv_nepesseg_szama,2009,95.9
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Gazdasagilag_aktiv_nepesseg_szama,2010,94.8
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Gazdasagilag_aktiv_nepesseg_szama,2011,94.7
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Gazdasagilag_aktiv_nepesseg_szama,2012,93.9
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Gazdasagilag_aktiv_nepesseg_szama,2013,94.9
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Gazdasagilag_aktiv_nepesseg_szama,2014,100.2
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Gazdasagilag_aktiv_nepesseg_szama,2000,128.9
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Gazdasagilag_aktiv_nepesseg_szama,2001,126.5
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Gazdasagilag_aktiv_nepesseg_szama,2002,123.3
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Gazdasagilag_aktiv_nepesseg_szama,2003,128.9
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Gazdasagilag_aktiv_nepesseg_szama,2004,125.2
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Gazdasagilag_aktiv_nepesseg_szama,2005,124.1
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Gazdasagilag_aktiv_nepesseg_szama,2006,124.2
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Gazdasagilag_aktiv_nepesseg_szama,2007,126.9
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Gazdasagilag_aktiv_nepesseg_szama,2008,127.6
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Gazdasagilag_aktiv_nepesseg_szama,2009,123.1
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Gazdasagilag_aktiv_nepesseg_szama,2010,122.0
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Gazdasagilag_aktiv_nepesseg_szama,2011,124.9
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Gazdasagilag_aktiv_nepesseg_szama,2012,125.9
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Gazdasagilag_aktiv_nepesseg_szama,2013,125.0
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Gazdasagilag_aktiv_nepesseg_szama,2014,128.2
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Lakosságtól elszállított összes hulladék,2006,420926
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Lakosságtól elszállított összes hulladék,2007,415776
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Lakosságtól elszállított összes hulladék,2008,437875
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Lakosságtól elszállított összes hulladék,2009,440623
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Lakosságtól elszállított összes hulladék,2010,429201
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Lakosságtól elszállított összes hulladék,2011,361206
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Lakosságtól elszállított összes hulladék,2012,362651
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Lakosságtól elszállított összes hulladék,2013,362651
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Lakosságtól elszállított összes hulladék,2006,353950
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Lakosságtól elszállított összes hulladék,2007,333040
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Lakosságtól elszállított összes hulladék,2008,318398
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Lakosságtól elszállított összes hulladék,2009,312431
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Lakosságtól elszállított összes hulladék,2010,297648
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Lakosságtól elszállított összes hulladék,2011,294187
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Lakosságtól elszállított összes hulladék,2012,285599
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Lakosságtól elszállított összes hulladék,2013,285599
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Lakosságtól elszállított összes hulladék,2006,119424
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Lakosságtól elszállított összes hulladék,2007,110893
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Lakosságtól elszállított összes hulladék,2008,104163
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Lakosságtól elszállított összes hulladék,2009,100506
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Lakosságtól elszállított összes hulladék,2010,101035
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Lakosságtól elszállított összes hulladék,2011,96415
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Lakosságtól elszállított összes hulladék,2012,92728
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Lakosságtól elszállított összes hulladék,2013,92728
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Lakosságtól elszállított összes hulladék,2006,86750
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Lakosságtól elszállított összes hulladék,2007,87279
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Lakosságtól elszállított összes hulladék,2008,82403
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Lakosságtól elszállított összes hulladék,2009,76054
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Lakosságtól elszállított összes hulladék,2010,73043
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Lakosságtól elszállított összes hulladék,2011,71376
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Lakosságtól elszállított összes hulladék,2012,68238
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Lakosságtól elszállított összes hulladék,2013,68238
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Lakosságtól elszállított összes hulladék,2006,122772
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Lakosságtól elszállított összes hulladék,2007,107511
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Lakosságtól elszállított összes hulladék,2008,100646
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Lakosságtól elszállított összes hulladék,2009,90653
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Lakosságtól elszállított összes hulladék,2010,82552
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Lakosságtól elszállított összes hulladék,2011,77955
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Lakosságtól elszállított összes hulladék,2012,74014
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Lakosságtól elszállított összes hulladék,2013,74014
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Lakosságtól elszállított összes hulladék,2006,135197
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Lakosságtól elszállított összes hulladék,2007,121763
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Lakosságtól elszállított összes hulladék,2008,121939
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Lakosságtól elszállított összes hulladék,2009,111792
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Lakosságtól elszállított összes hulladék,2010,100162
